,Z_Rejon,POI,Czas_PrT,Czas_PuT
194,7.0,2.0,73.78689481507722,431.4338284493107
195,7.0,3.0,244.93452047422704,448.71295598238146
196,7.0,4.0,168.33190492859455,527.8746454821488
197,7.0,5.0,129.26642305978606,405.94550791016735
198,7.0,6.0,388.11213905303754,976.293733402977
199,7.0,7.0,415.0508679569101,999999.0
200,7.0,8.0,128.62437077630244,454.6111076312614
201,7.0,9.0,65.04954812025166,267.04079842971237
202,7.0,10.0,65.72650515665286,447.15630997544656
203,7.0,11.0,94.33444894142515,277.7587585098357
204,7.0,12.0,80.42277087964351,249.78157304798887
205,7.0,13.0,82.39488086026344,91.28011258384772
206,7.0,14.0,133.77376133529285,300.30622466818903
207,7.0,15.0,85.50274093088703,277.7793407448831
208,7.0,16.0,226.5018374388597,287.0672826656265
209,7.0,17.0,60.61259729743844,198.028104734116
210,7.0,18.0,73.74372462216557,322.58519379748145
211,7.0,19.0,69.42915690670921,173.51265641854192
212,7.0,20.0,88.57567083835059,602.6485091460997
213,7.0,21.0,111.58874000216281,333.69198662486406
214,7.0,22.0,93.15783109431217,297.4113323281669
215,7.0,23.0,118.42137600459388,527.2761265868008
216,7.0,24.0,178.14762401312146,605.2143330659227
217,7.0,25.0,106.84685886955491,730.9110912933997
218,7.0,26.0,91.23294784561035,489.35994488141375
219,7.0,27.0,55.83340982454584,354.5287138380662
220,7.0,28.0,126.8364696533795,206.86905790046865
221,7.0,29.0,80.36683991079146,999999.0
222,7.0,30.0,109.31632280008611,288.5991388975788
223,7.0,31.0,80.61726220703602,415.895765290544
224,7.0,32.0,160.89245630321597,272.51023092323595
225,8.0,1.0,192.88809137875927,436.87663104991753
226,8.0,2.0,73.64966816908782,431.7618284493107
227,8.0,3.0,244.91447304585435,449.8029559823815
228,8.0,4.0,165.39956726903137,524.7356454821488
229,8.0,5.0,129.24637563141337,406.2735079101673
230,8.0,6.0,389.8119271850586,979.4347334029769
231,8.0,7.0,413.6228209886269,999999.0
232,8.0,8.0,128.48714413031306,454.16710763126144
233,8.0,9.0,65.13198238354597,267.36779842971237
234,8.0,10.0,65.86297017556362,447.48330997544656
235,8.0,11.0,94.36727400985124,276.90575850983566
236,8.0,12.0,80.55923589855426,248.92857304798886
237,8.0,13.0,82.37483343189075,91.73311258384771
238,8.0,14.0,133.64938731898638,300.63522466818904
239,8.0,15.0,85.48269350251434,276.9263407448831
240,8.0,16.0,225.7106617165375,286.2142826656265
241,8.0,17.0,60.592549869065756,198.481104734116
242,8.0,18.0,73.72367719379288,322.9131937974815
243,8.0,19.0,69.29193026071981,173.84065641854193
244,8.0,20.0,88.29263714485899,602.9765091460997
245,8.0,21.0,112.2340136304908,334.0699866248641
246,8.0,22.0,90.07910569745643,294.2723323281669
